,id,date,days_after_open,day_of_week,hours_after_open,drink_id,quantity,raining,study_area_id,location_name,dist_to_cafe,drink_name,order_sales
1569,1569,2019-08-21,30,Wed,1,7,1,No,0,Fisher Library (F03),70.0,Latte (L),4.9
1570,1570,2019-08-21,30,Wed,1,14,1,No,5,Carslaw (F07),150.0,Mocha (S),4.5
1571,1571,2019-08-21,30,Wed,1,8,4,No,3,Abercrombie (H70),700.0,Latte (S),16.0
1572,1572,2019-08-21,30,Wed,1,11,1,No,3,Abercrombie (H70),700.0,Chai Latte (L),4.4
1573,1573,2019-08-21,30,Wed,2,8,1,Yes,1,Law Library (F10),84.0,Latte (S),4.0
1574,1574,2019-08-21,30,Wed,2,10,1,Yes,0,Fisher Library (F03),70.0,Cappuccino (S),4.0
1575,1575,2019-08-21,30,Wed,2,13,3,Yes,0,Fisher Library (F03),70.0,Mocha (L),16.200000000000003
1576,1576,2019-08-21,30,Wed,2,16,2,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (S),7.6
1577,1577,2019-08-21,30,Wed,2,0,1,Yes,1,Law Library (F10),84.0,Espresso,3.5
1578,1578,2019-08-21,30,Wed,2,0,1,Yes,1,Law Library (F10),84.0,Espresso,3.5
1579,1579,2019-08-21,30,Wed,2,15,1,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
1580,1580,2019-08-21,30,Wed,2,11,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
1581,1581,2019-08-21,30,Wed,2,13,2,Yes,0,Fisher Library (F03),70.0,Mocha (L),10.8
1582,1582,2019-08-21,30,Wed,2,7,1,Yes,1,Law Library (F10),84.0,Latte (L),4.9
1583,1583,2019-08-21,30,Wed,2,12,1,Yes,1,Law Library (F10),84.0,Chai Latte (S),3.6
1584,1584,2019-08-21,30,Wed,3,15,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
1585,1585,2019-08-21,30,Wed,3,14,1,No,6,Peter Nicol Russell (PNR),950.0,Mocha (S),4.5
1586,1586,2019-08-21,30,Wed,3,13,2,No,5,Carslaw (F07),150.0,Mocha (L),10.8
1587,1587,2019-08-21,30,Wed,3,13,2,No,5,Carslaw (F07),150.0,Mocha (L),10.8
1588,1588,2019-08-21,30,Wed,3,10,1,No,6,Peter Nicol Russell (PNR),950.0,Cappuccino (S),4.0
1589,1589,2019-08-21,30,Wed,3,15,2,No,5,Carslaw (F07),150.0,Hot Chocolate (L),9.2
1590,1590,2019-08-21,30,Wed,3,2,1,No,1,Law Library (F10),84.0,Macchiato,3.8
1591,1591,2019-08-21,30,Wed,3,6,1,No,0,Fisher Library (F03),70.0,Flat White (S),4.0
1592,1592,2019-08-21,30,Wed,3,6,1,No,2,The Quarter (A16),400.0,Flat White (S),4.0
1593,1593,2019-08-21,30,Wed,3,12,1,No,5,Carslaw (F07),150.0,Chai Latte (S),3.6
1594,1594,2019-08-21,30,Wed,3,4,2,No,6,Peter Nicol Russell (PNR),950.0,Long Black (S),7.6
1595,1595,2019-08-21,30,Wed,3,8,1,No,6,Peter Nicol Russell (PNR),950.0,Latte (S),4.0
1596,1596,2019-08-21,30,Wed,3,15,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
1597,1597,2019-08-21,30,Wed,4,13,1,No,0,Fisher Library (F03),70.0,Mocha (L),5.4
1598,1598,2019-08-21,30,Wed,4,3,2,No,4,Brennan MacCallum (A18),350.0,Long Black (L),8.0
1599,1599,2019-08-21,30,Wed,4,4,2,No,1,Law Library (F10),84.0,Long Black (S),7.6
1600,1600,2019-08-21,30,Wed,4,16,1,No,6,Peter Nicol Russell (PNR),950.0,Hot Chocolate (S),3.8
1601,1601,2019-08-21,30,Wed,4,9,1,No,0,Fisher Library (F03),70.0,Cappuccino (L),4.9
1602,1602,2019-08-21,30,Wed,4,3,1,No,2,The Quarter (A16),400.0,Long Black (L),4.0
1603,1603,2019-08-21,30,Wed,4,10,1,No,6,Peter Nicol Russell (PNR),950.0,Cappuccino (S),4.0
1604,1604,2019-08-21,30,Wed,4,6,1,No,4,Brennan MacCallum (A18),350.0,Flat White (S),4.0
1605,1605,2019-08-21,30,Wed,4,14,1,No,5,Carslaw (F07),150.0,Mocha (S),4.5
1606,1606,2019-08-21,30,Wed,4,15,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
1607,1607,2019-08-21,30,Wed,4,5,1,No,5,Carslaw (F07),150.0,Flat White (L),4.9
1608,1608,2019-08-21,30,Wed,4,15,1,No,3,Abercrombie (H70),700.0,Hot Chocolate (L),4.6
1609,1609,2019-08-21,30,Wed,4,5,1,No,5,Carslaw (F07),150.0,Flat White (L),4.9
1610,1610,2019-08-21,30,Wed,5,8,1,Yes,1,Law Library (F10),84.0,Latte (S),4.0
1611,1611,2019-08-21,30,Wed,5,9,4,Yes,0,Fisher Library (F03),70.0,Cappuccino (L),19.6
1612,1612,2019-08-21,30,Wed,5,13,3,Yes,1,Law Library (F10),84.0,Mocha (L),16.200000000000003
1613,1613,2019-08-21,30,Wed,5,2,2,Yes,5,Carslaw (F07),150.0,Macchiato,7.6
1614,1614,2019-08-21,30,Wed,5,15,1,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
1615,1615,2019-08-21,30,Wed,5,9,1,Yes,1,Law Library (F10),84.0,Cappuccino (L),4.9
1616,1616,2019-08-22,31,Thu,0,11,2,No,1,Law Library (F10),84.0,Chai Latte (L),8.8
1617,1617,2019-08-22,31,Thu,0,6,1,No,1,Law Library (F10),84.0,Flat White (S),4.0
1618,1618,2019-08-22,31,Thu,0,2,1,No,5,Carslaw (F07),150.0,Macchiato,3.8
1619,1619,2019-08-22,31,Thu,0,2,1,No,4,Brennan MacCallum (A18),350.0,Macchiato,3.8
1620,1620,2019-08-22,31,Thu,0,11,2,No,6,Peter Nicol Russell (PNR),950.0,Chai Latte (L),8.8
1621,1621,2019-08-22,31,Thu,0,3,1,No,5,Carslaw (F07),150.0,Long Black (L),4.0
1622,1622,2019-08-22,31,Thu,0,0,1,No,1,Law Library (F10),84.0,Espresso,3.5
1623,1623,2019-08-22,31,Thu,0,15,1,No,5,Carslaw (F07),150.0,Hot Chocolate (L),4.6
1624,1624,2019-08-22,31,Thu,0,7,1,No,1,Law Library (F10),84.0,Latte (L),4.9
1625,1625,2019-08-22,31,Thu,0,10,1,No,2,The Quarter (A16),400.0,Cappuccino (S),4.0
1626,1626,2019-08-22,31,Thu,0,5,2,No,0,Fisher Library (F03),70.0,Flat White (L),9.8
1627,1627,2019-08-22,31,Thu,0,10,1,No,6,Peter Nicol Russell (PNR),950.0,Cappuccino (S),4.0
1628,1628,2019-08-22,31,Thu,0,1,1,No,0,Fisher Library (F03),70.0,Ristretto,3.3
1629,1629,2019-08-22,31,Thu,1,2,1,No,6,Peter Nicol Russell (PNR),950.0,Macchiato,3.8
1630,1630,2019-08-22,31,Thu,1,7,1,No,1,Law Library (F10),84.0,Latte (L),4.9
1631,1631,2019-08-22,31,Thu,1,3,1,No,5,Carslaw (F07),150.0,Long Black (L),4.0
1632,1632,2019-08-22,31,Thu,1,2,1,No,1,Law Library (F10),84.0,Macchiato,3.8
1633,1633,2019-08-22,31,Thu,1,11,1,No,1,Law Library (F10),84.0,Chai Latte (L),4.4
1634,1634,2019-08-22,31,Thu,1,16,1,No,1,Law Library (F10),84.0,Hot Chocolate (S),3.8
1635,1635,2019-08-22,31,Thu,1,15,1,No,1,Law Library (F10),84.0,Hot Chocolate (L),4.6
1636,1636,2019-08-22,31,Thu,1,14,1,No,3,Abercrombie (H70),700.0,Mocha (S),4.5
1637,1637,2019-08-22,31,Thu,1,16,2,No,2,The Quarter (A16),400.0,Hot Chocolate (S),7.6
1638,1638,2019-08-22,31,Thu,1,16,1,No,2,The Quarter (A16),400.0,Hot Chocolate (S),3.8
1639,1639,2019-08-22,31,Thu,1,12,1,No,6,Peter Nicol Russell (PNR),950.0,Chai Latte (S),3.6
1640,1640,2019-08-22,31,Thu,1,2,1,No,1,Law Library (F10),84.0,Macchiato,3.8
1641,1641,2019-08-22,31,Thu,1,8,1,No,3,Abercrombie (H70),700.0,Latte (S),4.0
1642,1642,2019-08-22,31,Thu,1,3,1,No,6,Peter Nicol Russell (PNR),950.0,Long Black (L),4.0
1643,1643,2019-08-22,31,Thu,1,4,4,No,0,Fisher Library (F03),70.0,Long Black (S),15.2
1644,1644,2019-08-22,31,Thu,1,8,1,No,0,Fisher Library (F03),70.0,Latte (S),4.0
1645,1645,2019-08-22,31,Thu,2,12,1,No,3,Abercrombie (H70),700.0,Chai Latte (S),3.6
1646,1646,2019-08-22,31,Thu,2,7,1,No,4,Brennan MacCallum (A18),350.0,Latte (L),4.9
1647,1647,2019-08-22,31,Thu,2,4,2,No,1,Law Library (F10),84.0,Long Black (S),7.6
1648,1648,2019-08-22,31,Thu,2,7,1,No,4,Brennan MacCallum (A18),350.0,Latte (L),4.9
1649,1649,2019-08-22,31,Thu,2,5,1,No,3,Abercrombie (H70),700.0,Flat White (L),4.9
1650,1650,2019-08-22,31,Thu,2,15,1,No,4,Brennan MacCallum (A18),350.0,Hot Chocolate (L),4.6
1651,1651,2019-08-22,31,Thu,2,15,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
1652,1652,2019-08-22,31,Thu,2,11,1,No,1,Law Library (F10),84.0,Chai Latte (L),4.4
1653,1653,2019-08-22,31,Thu,2,13,1,No,4,Brennan MacCallum (A18),350.0,Mocha (L),5.4
1654,1654,2019-08-22,31,Thu,2,10,1,No,3,Abercrombie (H70),700.0,Cappuccino (S),4.0
1655,1655,2019-08-22,31,Thu,2,16,1,No,4,Brennan MacCallum (A18),350.0,Hot Chocolate (S),3.8
1656,1656,2019-08-22,31,Thu,2,10,2,No,4,Brennan MacCallum (A18),350.0,Cappuccino (S),8.0
1657,1657,2019-08-22,31,Thu,2,4,1,No,4,Brennan MacCallum (A18),350.0,Long Black (S),3.8
1658,1658,2019-08-22,31,Thu,3,7,1,Yes,1,Law Library (F10),84.0,Latte (L),4.9
1659,1659,2019-08-22,31,Thu,3,12,2,Yes,0,Fisher Library (F03),70.0,Chai Latte (S),7.2
1660,1660,2019-08-22,31,Thu,3,6,2,Yes,1,Law Library (F10),84.0,Flat White (S),8.0
1661,1661,2019-08-22,31,Thu,4,7,4,No,2,The Quarter (A16),400.0,Latte (L),19.6
1662,1662,2019-08-22,31,Thu,4,6,1,No,2,The Quarter (A16),400.0,Flat White (S),4.0
1663,1663,2019-08-22,31,Thu,4,14,1,NA,-1,,,Mocha (S),4.5
1664,1664,2019-08-22,31,Thu,4,12,1,No,0,Fisher Library (F03),70.0,Chai Latte (S),3.6
1665,1665,2019-08-22,31,Thu,4,4,1,No,1,Law Library (F10),84.0,Long Black (S),3.8
1666,1666,2019-08-22,31,Thu,4,0,2,No,0,Fisher Library (F03),70.0,Espresso,7.0
1667,1667,2019-08-22,31,Thu,4,14,1,No,0,Fisher Library (F03),70.0,Mocha (S),4.5
1668,1668,2019-08-22,31,Thu,4,4,2,No,1,Law Library (F10),84.0,Long Black (S),7.6
1669,1669,2019-08-22,31,Thu,4,4,1,No,1,Law Library (F10),84.0,Long Black (S),3.8
1670,1670,2019-08-22,31,Thu,4,16,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (S),3.8
1671,1671,2019-08-22,31,Thu,4,9,1,No,4,Brennan MacCallum (A18),350.0,Cappuccino (L),4.9
1672,1672,2019-08-22,31,Thu,5,2,1,No,2,The Quarter (A16),400.0,Macchiato,3.8
1673,1673,2019-08-22,31,Thu,5,2,1,No,1,Law Library (F10),84.0,Macchiato,3.8
1674,1674,2019-08-22,31,Thu,5,2,1,No,2,The Quarter (A16),400.0,Macchiato,3.8
1675,1675,2019-08-22,31,Thu,5,2,1,No,4,Brennan MacCallum (A18),350.0,Macchiato,3.8
1676,1676,2019-08-22,31,Thu,5,5,1,No,2,The Quarter (A16),400.0,Flat White (L),4.9
1677,1677,2019-08-22,31,Thu,5,0,1,No,5,Carslaw (F07),150.0,Espresso,3.5
1678,1678,2019-08-22,31,Thu,5,1,1,No,1,Law Library (F10),84.0,Ristretto,3.3
1679,1679,2019-08-22,31,Thu,5,15,3,No,2,The Quarter (A16),400.0,Hot Chocolate (L),13.799999999999999
1680,1680,2019-08-22,31,Thu,5,0,1,No,0,Fisher Library (F03),70.0,Espresso,3.5
1681,1681,2019-08-23,32,Fri,0,15,1,No,1,Law Library (F10),84.0,Hot Chocolate (L),4.6
1682,1682,2019-08-23,32,Fri,0,3,1,No,1,Law Library (F10),84.0,Long Black (L),4.0
1683,1683,2019-08-23,32,Fri,0,4,1,No,5,Carslaw (F07),150.0,Long Black (S),3.8
1684,1684,2019-08-23,32,Fri,0,3,1,No,0,Fisher Library (F03),70.0,Long Black (L),4.0
1685,1685,2019-08-23,32,Fri,0,2,1,No,6,Peter Nicol Russell (PNR),950.0,Macchiato,3.8
1686,1686,2019-08-23,32,Fri,0,8,1,No,6,Peter Nicol Russell (PNR),950.0,Latte (S),4.0
1687,1687,2019-08-23,32,Fri,0,6,1,No,0,Fisher Library (F03),70.0,Flat White (S),4.0
1688,1688,2019-08-23,32,Fri,0,1,2,No,0,Fisher Library (F03),70.0,Ristretto,6.6
1689,1689,2019-08-23,32,Fri,0,4,1,No,0,Fisher Library (F03),70.0,Long Black (S),3.8
1690,1690,2019-08-23,32,Fri,0,3,1,No,5,Carslaw (F07),150.0,Long Black (L),4.0
1691,1691,2019-08-23,32,Fri,0,14,1,No,5,Carslaw (F07),150.0,Mocha (S),4.5
1692,1692,2019-08-23,32,Fri,0,11,1,No,4,Brennan MacCallum (A18),350.0,Chai Latte (L),4.4
1693,1693,2019-08-23,32,Fri,1,13,1,No,5,Carslaw (F07),150.0,Mocha (L),5.4
1694,1694,2019-08-23,32,Fri,1,5,2,No,0,Fisher Library (F03),70.0,Flat White (L),9.8
1695,1695,2019-08-23,32,Fri,1,14,1,No,1,Law Library (F10),84.0,Mocha (S),4.5
1696,1696,2019-08-23,32,Fri,1,8,3,No,6,Peter Nicol Russell (PNR),950.0,Latte (S),12.0
1697,1697,2019-08-23,32,Fri,1,3,1,No,0,Fisher Library (F03),70.0,Long Black (L),4.0
1698,1698,2019-08-23,32,Fri,1,2,2,No,5,Carslaw (F07),150.0,Macchiato,7.6
1699,1699,2019-08-23,32,Fri,1,12,1,No,6,Peter Nicol Russell (PNR),950.0,Chai Latte (S),3.6
1700,1700,2019-08-23,32,Fri,1,9,1,No,2,The Quarter (A16),400.0,Cappuccino (L),4.9
1701,1701,2019-08-23,32,Fri,1,3,1,No,6,Peter Nicol Russell (PNR),950.0,Long Black (L),4.0
1702,1702,2019-08-23,32,Fri,1,3,1,No,0,Fisher Library (F03),70.0,Long Black (L),4.0
1703,1703,2019-08-23,32,Fri,1,8,1,No,0,Fisher Library (F03),70.0,Latte (S),4.0
1704,1704,2019-08-23,32,Fri,1,6,2,No,4,Brennan MacCallum (A18),350.0,Flat White (S),8.0
1705,1705,2019-08-23,32,Fri,1,5,1,No,2,The Quarter (A16),400.0,Flat White (L),4.9
1706,1706,2019-08-23,32,Fri,2,15,1,No,6,Peter Nicol Russell (PNR),950.0,Hot Chocolate (L),4.6
1707,1707,2019-08-23,32,Fri,2,5,1,No,5,Carslaw (F07),150.0,Flat White (L),4.9
1708,1708,2019-08-23,32,Fri,2,12,1,No,1,Law Library (F10),84.0,Chai Latte (S),3.6
1709,1709,2019-08-23,32,Fri,2,15,1,No,1,Law Library (F10),84.0,Hot Chocolate (L),4.6
1710,1710,2019-08-23,32,Fri,2,5,1,No,4,Brennan MacCallum (A18),350.0,Flat White (L),4.9
1711,1711,2019-08-23,32,Fri,2,13,1,No,4,Brennan MacCallum (A18),350.0,Mocha (L),5.4
1712,1712,2019-08-23,32,Fri,2,0,1,No,6,Peter Nicol Russell (PNR),950.0,Espresso,3.5
1713,1713,2019-08-23,32,Fri,2,10,1,No,6,Peter Nicol Russell (PNR),950.0,Cappuccino (S),4.0
1714,1714,2019-08-23,32,Fri,2,13,1,No,0,Fisher Library (F03),70.0,Mocha (L),5.4
1715,1715,2019-08-23,32,Fri,2,13,1,No,1,Law Library (F10),84.0,Mocha (L),5.4
1716,1716,2019-08-23,32,Fri,2,5,1,No,6,Peter Nicol Russell (PNR),950.0,Flat White (L),4.9
1717,1717,2019-08-23,32,Fri,2,1,2,No,0,Fisher Library (F03),70.0,Ristretto,6.6
1718,1718,2019-08-23,32,Fri,3,13,1,Yes,1,Law Library (F10),84.0,Mocha (L),5.4
1719,1719,2019-08-23,32,Fri,3,6,1,Yes,1,Law Library (F10),84.0,Flat White (S),4.0
1720,1720,2019-08-23,32,Fri,3,9,1,Yes,0,Fisher Library (F03),70.0,Cappuccino (L),4.9
1721,1721,2019-08-23,32,Fri,3,2,1,Yes,0,Fisher Library (F03),70.0,Macchiato,3.8
1722,1722,2019-08-23,32,Fri,3,15,1,Yes,5,Carslaw (F07),150.0,Hot Chocolate (L),4.6
1723,1723,2019-08-23,32,Fri,4,3,1,No,2,The Quarter (A16),400.0,Long Black (L),4.0
1724,1724,2019-08-23,32,Fri,4,16,1,No,1,Law Library (F10),84.0,Hot Chocolate (S),3.8
1725,1725,2019-08-23,32,Fri,4,16,1,No,6,Peter Nicol Russell (PNR),950.0,Hot Chocolate (S),3.8
1726,1726,2019-08-23,32,Fri,4,7,1,No,4,Brennan MacCallum (A18),350.0,Latte (L),4.9
1727,1727,2019-08-23,32,Fri,4,8,1,No,5,Carslaw (F07),150.0,Latte (S),4.0
1728,1728,2019-08-23,32,Fri,4,14,1,No,3,Abercrombie (H70),700.0,Mocha (S),4.5
1729,1729,2019-08-23,32,Fri,4,3,1,No,5,Carslaw (F07),150.0,Long Black (L),4.0
1730,1730,2019-08-23,32,Fri,4,8,1,NA,-1,,,Latte (S),4.0
1731,1731,2019-08-23,32,Fri,4,8,1,No,4,Brennan MacCallum (A18),350.0,Latte (S),4.0
1732,1732,2019-08-23,32,Fri,4,16,1,No,1,Law Library (F10),84.0,Hot Chocolate (S),3.8
1733,1733,2019-08-23,32,Fri,5,12,2,No,3,Abercrombie (H70),700.0,Chai Latte (S),7.2
1734,1734,2019-08-23,32,Fri,5,7,1,No,4,Brennan MacCallum (A18),350.0,Latte (L),4.9
1735,1735,2019-08-23,32,Fri,5,16,1,No,2,The Quarter (A16),400.0,Hot Chocolate (S),3.8
1736,1736,2019-08-23,32,Fri,5,2,1,No,0,Fisher Library (F03),70.0,Macchiato,3.8
1737,1737,2019-08-23,32,Fri,5,16,1,No,1,Law Library (F10),84.0,Hot Chocolate (S),3.8
1738,1738,2019-08-23,32,Fri,5,15,1,No,4,Brennan MacCallum (A18),350.0,Hot Chocolate (L),4.6
1739,1739,2019-08-23,32,Fri,5,6,1,No,4,Brennan MacCallum (A18),350.0,Flat White (S),4.0
1740,1740,2019-08-24,33,Sat,0,4,2,No,1,Law Library (F10),84.0,Long Black (S),7.6
1741,1741,2019-08-24,33,Sat,0,13,1,No,1,Law Library (F10),84.0,Mocha (L),5.4
1742,1742,2019-08-24,33,Sat,0,0,1,No,5,Carslaw (F07),150.0,Espresso,3.5
1743,1743,2019-08-24,33,Sat,0,11,2,No,1,Law Library (F10),84.0,Chai Latte (L),8.8
1744,1744,2019-08-24,33,Sat,0,15,1,No,5,Carslaw (F07),150.0,Hot Chocolate (L),4.6
1745,1745,2019-08-24,33,Sat,0,3,1,No,5,Carslaw (F07),150.0,Long Black (L),4.0
1746,1746,2019-08-24,33,Sat,0,11,1,No,6,Peter Nicol Russell (PNR),950.0,Chai Latte (L),4.4
1747,1747,2019-08-24,33,Sat,0,14,1,No,2,The Quarter (A16),400.0,Mocha (S),4.5
1748,1748,2019-08-24,33,Sat,0,15,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
1749,1749,2019-08-24,33,Sat,0,5,2,No,4,Brennan MacCallum (A18),350.0,Flat White (L),9.8
1750,1750,2019-08-24,33,Sat,0,7,1,No,1,Law Library (F10),84.0,Latte (L),4.9
1751,1751,2019-08-24,33,Sat,1,12,1,No,5,Carslaw (F07),150.0,Chai Latte (S),3.6
1752,1752,2019-08-24,33,Sat,1,16,1,No,2,The Quarter (A16),400.0,Hot Chocolate (S),3.8
1753,1753,2019-08-24,33,Sat,1,10,1,No,6,Peter Nicol Russell (PNR),950.0,Cappuccino (S),4.0
1754,1754,2019-08-24,33,Sat,1,9,1,No,0,Fisher Library (F03),70.0,Cappuccino (L),4.9
1755,1755,2019-08-24,33,Sat,1,14,1,No,5,Carslaw (F07),150.0,Mocha (S),4.5
1756,1756,2019-08-24,33,Sat,1,2,3,No,3,Abercrombie (H70),700.0,Macchiato,11.399999999999999
1757,1757,2019-08-24,33,Sat,1,3,1,No,5,Carslaw (F07),150.0,Long Black (L),4.0
1758,1758,2019-08-24,33,Sat,1,0,2,No,4,Brennan MacCallum (A18),350.0,Espresso,7.0
1759,1759,2019-08-24,33,Sat,1,6,1,No,5,Carslaw (F07),150.0,Flat White (S),4.0
1760,1760,2019-08-24,33,Sat,1,11,1,No,4,Brennan MacCallum (A18),350.0,Chai Latte (L),4.4
1761,1761,2019-08-24,33,Sat,1,6,1,No,6,Peter Nicol Russell (PNR),950.0,Flat White (S),4.0
1762,1762,2019-08-24,33,Sat,2,11,1,Yes,5,Carslaw (F07),150.0,Chai Latte (L),4.4
1763,1763,2019-08-24,33,Sat,2,8,4,Yes,0,Fisher Library (F03),70.0,Latte (S),16.0
1764,1764,2019-08-24,33,Sat,2,3,1,Yes,0,Fisher Library (F03),70.0,Long Black (L),4.0
1765,1765,2019-08-24,33,Sat,2,12,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (S),3.6
1766,1766,2019-08-24,33,Sat,2,1,1,Yes,1,Law Library (F10),84.0,Ristretto,3.3
1767,1767,2019-08-24,33,Sat,3,5,2,No,5,Carslaw (F07),150.0,Flat White (L),9.8
1768,1768,2019-08-24,33,Sat,3,7,1,No,1,Law Library (F10),84.0,Latte (L),4.9
1769,1769,2019-08-24,33,Sat,3,12,1,No,2,The Quarter (A16),400.0,Chai Latte (S),3.6
1770,1770,2019-08-24,33,Sat,3,2,1,No,1,Law Library (F10),84.0,Macchiato,3.8
1771,1771,2019-08-24,33,Sat,3,12,1,No,5,Carslaw (F07),150.0,Chai Latte (S),3.6
1772,1772,2019-08-24,33,Sat,3,15,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
1773,1773,2019-08-24,33,Sat,3,4,1,No,3,Abercrombie (H70),700.0,Long Black (S),3.8
1774,1774,2019-08-24,33,Sat,3,7,2,No,5,Carslaw (F07),150.0,Latte (L),9.8
1775,1775,2019-08-24,33,Sat,3,3,1,No,0,Fisher Library (F03),70.0,Long Black (L),4.0
1776,1776,2019-08-24,33,Sat,4,9,1,No,5,Carslaw (F07),150.0,Cappuccino (L),4.9
1777,1777,2019-08-24,33,Sat,4,7,1,No,3,Abercrombie (H70),700.0,Latte (L),4.9
1778,1778,2019-08-24,33,Sat,4,12,2,No,2,The Quarter (A16),400.0,Chai Latte (S),7.2
1779,1779,2019-08-24,33,Sat,4,8,1,No,6,Peter Nicol Russell (PNR),950.0,Latte (S),4.0
1780,1780,2019-08-24,33,Sat,4,0,1,No,6,Peter Nicol Russell (PNR),950.0,Espresso,3.5
1781,1781,2019-08-24,33,Sat,4,15,1,No,5,Carslaw (F07),150.0,Hot Chocolate (L),4.6
1782,1782,2019-08-24,33,Sat,5,16,1,No,1,Law Library (F10),84.0,Hot Chocolate (S),3.8
1783,1783,2019-08-24,33,Sat,5,14,2,No,3,Abercrombie (H70),700.0,Mocha (S),9.0
1784,1784,2019-08-24,33,Sat,5,16,1,No,4,Brennan MacCallum (A18),350.0,Hot Chocolate (S),3.8
1785,1785,2019-08-24,33,Sat,5,13,1,No,1,Law Library (F10),84.0,Mocha (L),5.4
1786,1786,2019-08-24,33,Sat,5,4,1,No,2,The Quarter (A16),400.0,Long Black (S),3.8
1787,1787,2019-08-24,33,Sat,5,5,1,No,3,Abercrombie (H70),700.0,Flat White (L),4.9
1788,1788,2019-08-25,34,Sun,0,14,1,Yes,0,Fisher Library (F03),70.0,Mocha (S),4.5
1789,1789,2019-08-25,34,Sun,0,3,1,Yes,1,Law Library (F10),84.0,Long Black (L),4.0
1790,1790,2019-08-25,34,Sun,0,10,1,Yes,0,Fisher Library (F03),70.0,Cappuccino (S),4.0
1791,1791,2019-08-25,34,Sun,0,6,1,Yes,0,Fisher Library (F03),70.0,Flat White (S),4.0
1792,1792,2019-08-25,34,Sun,0,6,1,Yes,1,Law Library (F10),84.0,Flat White (S),4.0
1793,1793,2019-08-25,34,Sun,1,11,1,No,4,Brennan MacCallum (A18),350.0,Chai Latte (L),4.4
1794,1794,2019-08-25,34,Sun,1,5,1,No,2,The Quarter (A16),400.0,Flat White (L),4.9
1795,1795,2019-08-25,34,Sun,1,14,2,No,5,Carslaw (F07),150.0,Mocha (S),9.0
1796,1796,2019-08-25,34,Sun,1,2,1,No,1,Law Library (F10),84.0,Macchiato,3.8
1797,1797,2019-08-25,34,Sun,1,3,1,No,5,Carslaw (F07),150.0,Long Black (L),4.0
1798,1798,2019-08-25,34,Sun,1,0,1,No,4,Brennan MacCallum (A18),350.0,Espresso,3.5
1799,1799,2019-08-25,34,Sun,1,5,1,No,5,Carslaw (F07),150.0,Flat White (L),4.9
1800,1800,2019-08-25,34,Sun,1,9,1,No,0,Fisher Library (F03),70.0,Cappuccino (L),4.9
1801,1801,2019-08-25,34,Sun,1,3,1,No,6,Peter Nicol Russell (PNR),950.0,Long Black (L),4.0
1802,1802,2019-08-25,34,Sun,1,8,1,No,4,Brennan MacCallum (A18),350.0,Latte (S),4.0
1803,1803,2019-08-25,34,Sun,1,6,1,No,5,Carslaw (F07),150.0,Flat White (S),4.0
1804,1804,2019-08-25,34,Sun,1,2,1,No,1,Law Library (F10),84.0,Macchiato,3.8
1805,1805,2019-08-25,34,Sun,1,14,1,No,6,Peter Nicol Russell (PNR),950.0,Mocha (S),4.5
1806,1806,2019-08-25,34,Sun,2,11,1,Yes,1,Law Library (F10),84.0,Chai Latte (L),4.4
1807,1807,2019-08-25,34,Sun,2,3,1,Yes,0,Fisher Library (F03),70.0,Long Black (L),4.0
1808,1808,2019-08-25,34,Sun,2,15,1,Yes,1,Law Library (F10),84.0,Hot Chocolate (L),4.6
1809,1809,2019-08-25,34,Sun,2,12,1,Yes,1,Law Library (F10),84.0,Chai Latte (S),3.6
1810,1810,2019-08-25,34,Sun,2,9,1,Yes,5,Carslaw (F07),150.0,Cappuccino (L),4.9
1811,1811,2019-08-25,34,Sun,2,1,2,Yes,1,Law Library (F10),84.0,Ristretto,6.6
1812,1812,2019-08-25,34,Sun,3,6,1,No,3,Abercrombie (H70),700.0,Flat White (S),4.0
1813,1813,2019-08-25,34,Sun,3,8,4,No,6,Peter Nicol Russell (PNR),950.0,Latte (S),16.0
1814,1814,2019-08-25,34,Sun,3,15,1,No,4,Brennan MacCallum (A18),350.0,Hot Chocolate (L),4.6
1815,1815,2019-08-25,34,Sun,3,0,1,No,2,The Quarter (A16),400.0,Espresso,3.5
1816,1816,2019-08-25,34,Sun,3,6,1,No,3,Abercrombie (H70),700.0,Flat White (S),4.0
1817,1817,2019-08-25,34,Sun,3,7,1,No,5,Carslaw (F07),150.0,Latte (L),4.9
1818,1818,2019-08-25,34,Sun,3,4,2,No,3,Abercrombie (H70),700.0,Long Black (S),7.6
1819,1819,2019-08-25,34,Sun,4,16,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (S),3.8
1820,1820,2019-08-25,34,Sun,4,6,1,No,0,Fisher Library (F03),70.0,Flat White (S),4.0
